TestId,Date,Time,Code,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
bYoih0TTVDO5Wym8ifRl,3/6/2024,15:32:37,BASEB1,NA,Countermovement Jump,,,741.49,0.5356,245.0239,-0.3316,11527.1318,-6743.2147,2236,301.555,1658.9612,223.7335,2233,301.1504,1833.0489,247.2115,2255,304.1174,0.337,48.7699,0.129,18.6686,0.225,32.5615,0.69,0.691,117.5993,246.7043,626.791,364.3035,2.0978,-0.9868,-1.5686,2.01,3.2417,3.3759,-1452.627,-19.2184,-1970.0505,-26.064,3260.714,43.1396,76.9128,5813.46,-12.2257,980,1253,-15.4753,701.1163,957.845,-11.2195,1001,1254,-8.4445,839.1289,993.92,-9.6167,5209.3023,6317.8295,-26.8311,-15.5863,N/A,-5634.8135,4552,1599.3545,613.899,10.2812,2510,2042,-15.3376,677.0263,922.3282,N/A,0.9986,0.7751,213.2515,2.8213,1.5559,413.5395,5.4712,3.2639
TeW9jZvIVFfWrTnAoDJB,2/29/2024,15:21:53,BASEB1,NA,Countermovement Jump,,,754.585,0.5163,244.8126,-0.3051,10368.0556,-7360.8669,2246,297.6471,1547.3889,205.0649,2246,297.6471,1936.744,256.6635,2304,305.3334,0.316,47.3763,0.144,21.5892,0.207,31.0345,0.68,0.667,113.4123,245.8154,624.087,359.2277,2.1675,-0.9695,-1.478,1.9436,3.1827,3.2835,-1314.9963,-17.0956,-1792.0593,-23.2977,3354.4297,43.6093,75.6978,5822.6752,-6.9457,1045,1201,-10.016,696.2014,851.1875,-7.3785,1067,1237,-3.5969,933.5411,1003.2029,-3.148,5020.8333,5347.2222,-18.2475,-6.9591,N/A,-4250.6425,5736,1589.6241,760.1529,6.311,3049,2687,-4.625,758.052,831.5721,N/A,1.0195,0.774,222.0725,2.8871,1.4744,402.0145,5.2264,3.1957
uFUf2YvUW4QpUUJGsHYt,2/20/2024,15:21:04,BASEB1,NA,Countermovement Jump,,,757.04,0.5169,245.7453,-0.3198,9328.8591,-6694.1532,2141,282.812,1543.2886,203.8583,2141,282.812,1889.023,249.5275,2207,291.5302,0.29,44.2073,0.149,22.7134,0.217,33.0793,0.683,0.656,116.4465,246.6883,640.2115,363.1349,2.1185,-0.9454,-1.512,1.9242,3.1845,3.2812,-1307.6671,-16.9452,-1807.5353,-23.4227,3265.2193,42.3119,74.8003,5772.358,-9.2947,971,1170,-12.3531,676.3221,866.9664,-9.0168,1004,1203,-6.6638,881.5714,1007.4516,-10.3597,4181.2081,5147.651,-21.9992,-12.5035,N/A,-5601.0386,6107,1065.0302,806.6945,-6.4025,2858,3249,7.3721,571.7727,493.2576,N/A,1.0412,0.7879,229.2455,2.9706,1.509,410.966,5.3254,3.1967
DANZhDCVKm2mivFZHJOO,2/20/2024,15:20:51,BASEB1,NA,Countermovement Jump,,,757.499,0.4918,239.8532,-0.3054,11303.0303,-7350.1226,2245,296.37,1631.0076,215.3148,2242,295.974,1920.942,253.59,2269,299.5383,0.3,46.9484,0.132,20.6573,0.207,32.3944,0.665,0.639,114.5476,241.9367,613.2765,356.4843,2.1121,-0.9519,-1.5012,1.9001,3.1062,3.2147,-1380.1884,-17.8741,-1888.2985,-24.4544,3244.438,42.0171,74.6138,5761.4521,-13.4701,970,1272,-16.8705,677.9242,953.0833,-13.1776,985,1284,-7.7375,886.1546,1034.7874,-5.3619,5348.4848,5954.5455,-28.9284,-14.3846,N/A,-5332.058,4614,1062.1834,609.1097,10.9233,2559,2055,-13.9744,456.8747,605.3087,N/A,1.0407,0.7696,214.5375,2.7784,1.4835,398.739,5.1639,3.1332
QIkMbDmyTCyqxcvuD8i6,2/15/2024,15:10:44,BASEB1,NA,Countermovement Jump,,,762.17,0.5078,245.2257,-0.3182,9381.9444,-6650.7687,2116,277.6284,1528.3611,200.5276,2116,277.6284,1891.7788,248.2096,2212,290.224,0.346,48.9392,0.144,20.3678,0.217,30.6931,0.661,0.707,109.648,246.1696,630.961,355.8176,2.2451,-0.886,-1.414,1.9234,3.1563,3.2674,-1214.6533,-15.634,-1693.8354,-21.8016,3254.8292,41.8934,74.3427,5775.9224,-13.138,919,1197,-14.8216,650.9167,877.4444,-5.2441,1048,1164,-5.1969,896.7327,995.0461,-11.3249,4159.7222,5222.2222,-25.8325,-9.9133,N/A,-5348.6049,4112,1201.3164,539.5122,-5.0097,1953,2159,-21.1137,473.8372,727.4793,N/A,0.9349,0.7182,219.4005,2.8239,1.4113,411.5605,5.2973,3.1685
MDPTaxnrd3TTXatendGC,2/15/2024,15:09:47,BASEB1,NA,Countermovement Jump,,,762.192,0.5075,245.168,-0.3101,9835.7143,-6929.1263,2149,281.95,1569.1857,205.878,2139,280.6379,1920.5755,251.9805,2237,293.4956,0.311,46.908,0.14,21.1161,0.212,31.9759,0.669,0.663,112.2831,246.6283,627.203,358.9114,2.1965,-0.8982,-1.4546,1.9062,3.1555,3.2572,-1271.6844,-16.3676,-1838.3174,-23.6606,3283.0262,42.2551,74.6577,5800.5638,-9.8644,964,1175,-16.8313,652.5357,916.65,-7.5548,1034,1203,-6.4377,898.467,1022.1085,-7.7705,4535.7143,5300,-28.8532,-12.1107,N/A,-5493.1776,6245,1168.8187,819.3474,7.7662,3365,2880,-8.5217,534.6077,634.211,N/A,1.009,0.7655,218.99,2.8186,1.4452,408.213,5.254,3.1743
UaW6m8vGWoQxzIWVyYqz,2/13/2024,15:24:09,BASEB1,NA,Countermovement Jump,,,776.647,0.5129,251.1524,-0.3121,11362.963,-7392.3747,2307,297.0461,1683.6148,216.7799,2304,296.6599,1969.981,253.6521,2362,304.1279,0.258,42.7152,0.135,22.351,0.211,34.9338,0.664,0.604,121.6637,252.924,643.3075,374.5876,2.0789,-0.9868,-1.5499,1.9281,3.1724,3.2706,-1470.7531,-18.5774,-1956.2298,-24.7096,3391.189,42.8349,75.0763,5943.7072,-11.6319,1018,1286,-14.2999,721.4296,962.1852,-10.3302,1059,1303,-5.2836,932.9479,1037.0332,-7.3012,5266.6667,6096.2963,-25.059,-10.0653,N/A,-5270.3784,3256,1045.7117,419.2381,31.5725,2142,1114,-22.7351,403.9839,641.7278,N/A,1.0993,0.8492,226.511,2.8611,1.5368,416.7965,5.2646,3.1947
C9N3YAnAgTDSJFtWxe2S,2/8/2024,15:20:36,BASEB1,NA,Countermovement Jump,,,766.677,0.5221,250.1223,-0.3399,7658.6826,-6028.0281,2049,267.2573,1444.3952,188.3968,2049,267.2573,1869.3744,243.8282,2145,279.7788,0.317,44.5851,0.167,23.488,0.227,31.9269,0.688,0.711,112.5334,251.3198,665.924,363.8533,2.2333,-0.916,-1.4458,1.9145,3.2004,3.3046,-1191.438,-15.245,-1686.346,-21.5776,3236.3261,41.4103,74.65,5834.0931,-8.6384,936,1113,-11.5723,638.6228,805.7725,-8.6247,980,1165,-6.8934,870.2555,999.1189,-8.0532,3520.9581,4137.7246,-20.7589,-12.8998,N/A,-5534.1463,5501,1050.6434,717.5121,-0.9635,2724,2777,6.1242,557.4934,493.1499,N/A,0.9677,0.7343,240.5685,3.0782,1.4399,425.3555,5.4426,3.2158
Qvcd2GtBhIhyibW7ovzg,2/8/2024,15:20:27,BASEB1,NA,Countermovement Jump,,,765.777,0.5441,255.0597,-0.318,10510.4895,-7157.5391,2276,297.2145,1568.9301,204.8808,2268,296.1698,1959.6075,255.8979,2334,304.7885,0.284,44.3058,0.143,22.3089,0.214,33.3853,0.684,0.641,114.0919,256.5962,644.0705,370.6881,2.249,-0.9378,-1.4719,1.9829,3.2674,3.3685,-1309.4381,-16.7746,-1768.3849,-22.6539,3471.3418,44.4697,77.5371,6052.6129,-4.321,1085,1183,-4.3168,750.6014,818.3287,-4.6272,1113,1221,-3.514,945.3738,1014.2336,-6.4538,4916.0839,5594.4056,-8.2621,-6.7877,N/A,-6297.3759,4912,1044.7518,641.44,-5.6189,2318,2594,-4.0834,501.0449,543.7068,N/A,1.0671,0.8489,223.598,2.8644,1.4616,420.4725,5.3865,3.2871
WEEAS6LdZaBl6UINFI9j,2/8/2024,15:20:18,BASEB1,NA,Countermovement Jump,,,767.505,0.5384,254.2882,-0.3343,9496.5986,-6485.7318,2168,282.4737,1594.2517,207.7187,2168,282.4737,1927.4703,251.1346,2263,294.8515,0.299,44.9624,0.147,22.1053,0.219,32.9323,0.679,0.665,120.8238,255.0974,656.828,375.9212,2.1113,-0.9356,-1.5453,1.959,3.2502,3.3507,-1353.5521,-17.3007,-1988.4624,-25.4159,3396.0855,43.4077,76.5648,5990.1967,-4.9815,1030,1138,-12.1947,699.9184,894.3333,-5.2585,1072,1191,-3.0371,934.4658,993.0046,5.7307,5020.4082,4476.1905,-21.8237,-5.911,N/A,0,4827,857.6639,628.921,9.0118,2631,2196,-26.604,314.7453,542.9186,N/A,1.0211,0.8097,233.647,2.9864,1.5443,423.181,5.409,3.2606
OrEIuYsQS7PE63LnspxQ,2/6/2024,15:20:15,BASEB1,NA,Countermovement Jump,,,779.47,0.527,255.4928,-0.3401,10461.5385,-6680.0234,2272,291.4801,1663.951,213.4721,2272,291.4801,1935.5249,248.3129,2297,294.6874,0.412,53.0928,0.143,18.4278,0.221,28.4794,0.7,0.776,125.7228,256.6111,666.061,382.3339,2.0411,-0.9705,-1.587,1.9606,3.2155,3.3209,-1456.1671,-18.3266,-2136.9938,-26.8951,3392.5056,42.6963,74.6588,5932.1386,-10.2113,1020,1252,-16.0848,698.1538,965.7972,-8.7505,1048,1249,-3.5168,933.7285,1001.7964,0,5230.7692,5230.7692,-27.7878,-6.8335,N/A,-5707.3911,5439,1049.0924,697.7818,26.6409,3444,1995,6.325,557.7239,491.3685,N/A,0.9021,0.6791,237.187,2.9851,1.5823,428.874,5.3976,3.2296
wvrdUUffQdEc6LEV68un,2/6/2024,15:20:05,BASEB1,NA,Countermovement Jump,,,778.414,0.5563,262.1505,-0.3602,10761.9048,-6565.4493,2365,303.8229,1649.6259,211.9214,2365,303.8229,1895.5319,243.5121,2387,306.6492,0.284,42.6426,0.147,22.0721,0.235,35.2853,0.71,0.666,127.2681,263.6917,688.314,390.9599,2.0719,-1.0303,-1.6138,2.0578,3.3038,3.4253,-1504.9788,-18.9666,-2070.9332,-26.099,3449.9046,43.4776,74.6285,5921.7016,-6.9767,1100,1265,-8.6571,753.4082,896.2177,-5.6556,1126,1261,-7.195,879.5745,1015.9574,-11.2516,4775.5102,5986.3946,-15.918,-13.4182,N/A,-5836.8222,6657,983.3405,855.2004,10.4101,3675,2982,4.5954,514.2646,469.0759,N/A,1.0661,0.8353,241.695,3.046,1.6039,446.619,5.6285,3.3232
Ng9k02I8zc6eOoVKv4Fe,2/6/2024,15:19:59,BASEB1,NA,Countermovement Jump,,,778.687,0.5386,258.0267,-0.3178,13305.7851,-7516.3472,2389,306.7985,1823.0579,234.1195,2389,306.7985,2014.7273,258.7339,2458,315.6596,0.284,46.2541,0.121,19.7068,0.209,34.0391,0.696,0.614,125.5554,259.5114,642.0335,385.0668,2.0669,-0.9873,-1.5911,2.0119,3.2507,3.3624,-1599.1512,-20.1463,-2392.052,-30.1354,3579.1029,45.09,77.9055,6183.8963,-3.9766,1147,1242,-8.2887,835.9752,987.0826,-3.6615,1184,1274,-4.0444,966.622,1048.1053,4.5963,6958.6777,6347.1074,-15.3891,-7.7679,N/A,-6191.2695,6730,1046.9915,864.2754,4.7548,3525,3205,-2.2951,511.4811,535.5104,N/A,1.1336,0.8772,219.7765,2.7688,1.5818,422.257,5.3196,3.2694
aVFl29FX1VV4bmxm8tuN,2/1/2024,15:27:53,BASEB1,NA,Countermovement Jump,,,782.367,0.5088,251.9781,-0.3419,10568.3453,-6572.6588,2247,287.2054,1716.036,219.339,2247,287.2054,1896.9602,242.4642,2287,292.3181,0.301,45.1952,0.139,20.8709,0.226,33.9339,0.675,0.666,129.037,253.0056,667.6065,382.0425,1.9607,-1.0025,-1.6215,1.9365,3.1595,3.2647,-1538.5521,-19.2917,-2227.4925,-27.9302,3281.835,41.1505,71.4766,5700.4042,-9.6573,1015,1232,-9.1037,779.9065,936.1295,-9.401,1036,1251,-7.7546,874.9292,1022.031,-7.9646,4863.3094,5705.036,-16.6929,-14.3909,N/A,-5201.9546,5309,990.0909,678.5818,7.8923,2864,2445,-46.0343,267.1548,722.9361,N/A,1.0135,0.764,237.786,2.9816,1.618,429.8205,5.3895,3.1724
f39ekGxzKytYnhQgc7UV,2/1/2024,15:27:45,BASEB1,NA,Countermovement Jump,,,782.13,0.5023,250.2863,-0.3027,9333.3333,-7111.7239,2153,275.2739,1564.2653,200.0007,2145,274.2511,1978.2143,252.9265,2323,297.0094,0.356,49.9299,0.147,20.6171,0.21,29.453,0.665,0.713,114.2769,252.2332,645.7305,366.5101,2.2072,-0.9123,-1.4485,1.8936,3.1393,3.2389,-1282.5,-16.086,-1735.7451,-21.7709,3357.5548,42.1127,74.6282,5949.942,-6.9464,998,1147,-16.3146,654.5306,909.7347,-2.0232,1138,1185,-1.4686,974.581,1003.6333,8.309,5054.4218,4278.9116,-28.1613,-2.926,N/A,-5770.0893,5732,1016.5529,732.8705,4.501,2995,2737,2.8715,522.8718,493.6811,N/A,0.9327,0.7045,229.25,2.8754,1.4333,416.4805,5.2238,3.1637
caLLYtqp4hnRRCVpc1oW,1/30/2024,15:20:52,BASEB1,NA,Countermovement Jump,,,783.105,0.5431,260.5857,-0.3277,12198.5294,-7430.5756,2435,310.9417,1714.375,218.9202,2435,310.9417,2034.0865,259.7463,2462,314.3895,0.295,46.1659,0.136,21.2833,0.208,32.5509,0.701,0.639,125.8132,261.4002,656.6015,387.2134,2.0777,-1.0084,-1.5771,1.9945,3.2644,3.3576,-1519.5861,-19.0359,-2090.1888,-26.1839,3612.7206,45.2568,77.7659,6207.8387,-9.9795,1096,1339,-16.0069,719.9779,994.3971,-8.5297,1126,1336,-3.6498,979.9231,1054.1635,-6.5702,5698.5294,6500,-27.6476,-7.0721,N/A,-5360.2906,4889,1000.4471,624.3096,42.115,3474,1415,2.9503,514.9814,485.4657,N/A,1.097,0.85,232.3155,2.9102,1.5761,424.286,5.3151,3.2746
g0Xc6U5Am6RoLx5g5p1G,1/30/2024,15:20:42,BASEB1,NA,Countermovement Jump,,,782.35,0.5319,257.6307,-0.3086,10614.2857,-7378.3147,2277,291.0462,1582.7357,202.3053,2265,289.5124,2025.4615,258.8946,2426,310.0914,0.305,46.7075,0.14,21.4395,0.208,31.853,0.688,0.653,111.305,259.6822,643.245,370.9872,2.3331,-0.9015,-1.412,1.9822,3.2305,3.3398,-1273.169,-15.9645,-1784.5661,-22.3769,3557.3178,44.6057,78.5787,6266.6701,-4.9007,1077,1188,-8.9542,720.5071,862.2286,-4.6167,1157,1269,-5.1308,960.7692,1064.6923,-1.2113,5242.8571,5371.4286,-16.4809,-9.7526,N/A,-6133.0854,4665,1001.4293,596.2804,7.0096,2496,2169,2.2005,511.7329,489.6964,N/A,1.0536,0.8146,220.834,2.7691,1.3957,422.411,5.2967,3.2562
IH8AOobqNsjIY9WSs5pv,1/25/2024,15:24:27,BASEB1,NA,Countermovement Jump,,,780.674,0.524,255.1585,-0.3464,10053.6913,-6576.619,2278,291.7991,1610.0268,206.2355,2274,291.2868,1914.1947,245.1977,2305,295.2577,0.306,44.9339,0.149,21.8796,0.226,33.1865,0.686,0.681,122.8171,257.2877,672.8575,380.1048,2.0949,-1.0155,-1.5609,1.9571,3.2063,3.3053,-1443.3489,-18.1372,-1874.5781,-23.5561,3343.2392,42.0114,71.7831,5712.4598,-2.2867,1111,1163,-10.2812,722.2483,887.7785,-1.9523,1130,1175,0.4739,961.6327,952.5619,10.9479,5577.1812,4476.5101,-18.7556,0.9176,760,-6095.7018,5629,1146.7921,721.0436,27.1274,3578,2051,-6.115,538.3329,608.4592,-11.5182,1.0073,0.7694,239.1375,3.005,1.5433,433.72,5.4502,3.2331
MDfXklrgGsMM1VHkZA4Z,1/23/2024,15:22:09,BASEB1,NA,Countermovement Jump,,,785.861,0.5255,257.2248,-0.3172,10790.2098,-7313.1598,2320,295.2176,1642.972,209.0665,2320,295.2176,1994.2488,253.7661,2359,300.1803,0.29,44.8916,0.143,22.1362,0.213,32.9721,0.684,0.646,121.7829,258.5311,660.0805,380.314,2.1229,-0.9495,-1.5273,1.9561,3.211,3.3127,-1399.4596,-17.4696,-1998.9967,-24.9537,3481.8797,43.4647,76.0618,6093.1693,-4.3966,1109,1211,-9.1941,745.958,897.014,-1.6532,1160,1199,-1.7442,979.7324,1014.5164,-3.5645,5202.7972,5587.4126,-16.8729,-3.4438,890,-6430.1113,6481,1106.173,824.7006,10.3533,3576,2905,-0.6743,549.3573,556.8157,-1.3495,1.0588,0.8135,234.161,2.9231,1.5202,425.9195,5.3168,3.2273
Y9j01NGlrSOW8Ru7p3MQ,1/23/2024,15:22:00,BASEB1,NA,Countermovement Jump,,,786.049,0.5182,255.5035,-0.3221,11736.8421,-7308.2186,2354,299.4724,1748.2556,222.4105,2354,299.4724,1976.2279,251.4128,2368,301.2535,0.278,44.4089,0.133,21.246,0.215,34.345,0.672,0.626,127.1825,257.0505,657.778,384.2329,2.0211,-1.0028,-1.5971,1.9447,3.1887,3.293,-1556.5938,-19.4265,-2175.8027,-27.1543,3429.0764,42.7953,75.2671,6030.9529,-4.5879,1123,1231,-8.7314,797.8045,950.4511,-4.1385,1135,1233,-2.6932,961.5023,1014.7256,-1.6015,5774.4361,5962.406,-16.1006,-5.2521,780,-6516.4637,6271,1144.7,797.7874,9.9665,3448,2823,-14.966,486.6923,658.0077,-26.0363,1.0735,0.8279,231.727,2.892,1.5873,426.051,5.3172,3.208
YGGczlAphJLBYMoDYuBL,1/18/2024,15:21:18,BASEB1,NA,Countermovement Jump,,,778.496,0.5036,249.4522,-0.3341,6310.7345,-5672.207,1895,243.4181,1406.8814,180.7179,1893,243.1612,1847.8547,237.3621,2206,283.3669,0.297,41.9492,0.177,25,0.234,33.0508,0.669,0.708,110.6607,251.1569,681.7795,361.8176,2.2696,-0.9032,-1.4066,1.8047,3.1434,3.2452,-1146.6507,-14.4492,-1558.1614,-19.6347,3085.52,38.8813,74.5402,5915.3132,-8.505,866,1027,-13.1589,610.8757,796.0056,-1.3599,1088,1118,-3.0171,896.0513,951.8034,-1.5219,3107.3446,3203.3898,-23.298,-5.8815,750,-5831.5232,5150,1140.1653,661.532,2.6408,2643,2507,-5.33,539.6973,600.468,-10.1203,0.9449,0.7113,248.4545,3.1308,1.3945,433.325,5.4604,3.1649
5iebramGMzy66edm7fvb,1/16/2024,15:17:28,BASEB1,NA,Countermovement Jump,,,774.438,0.4805,242.3772,-0.3402,7316.7702,-5755.0136,1958,252.8285,1491.4783,192.5885,1958,252.8285,1820.4483,235.067,2133,275.4255,0.377,48.961,0.161,20.9091,0.232,30.1299,0.658,0.77,114.846,243.6384,662.8385,358.4844,2.1214,-0.9097,-1.4613,1.8242,3.0703,3.1917,-1228.0639,-15.5562,-1665.0644,-21.0918,3021.529,38.2745,72.1124,5692.8204,-4.5965,934,1024,-9.5724,674.354,817.1242,-3.6099,1028,1105,-5.4898,860.2543,960.194,12.5637,4118.0124,3198.7578,-17.5631,-10.3985,N/A,-4093.3848,5019,988.1447,648.0829,-11.1377,2230,2789,3.4378,511.0574,477.0873,N/A,0.8545,0.624,239.5305,3.0342,1.4548,423.308,5.3621,3.0862
9njFc0XiBfdAf4XRgDrK,1/16/2024,15:17:19,BASEB1,NA,Countermovement Jump,,,773.161,0.5054,248.1771,-0.3043,8821.1921,-6924.3735,2107,272.5176,1483.4834,191.8725,2102,271.8709,1914.8257,247.662,2246,290.4958,0.338,47.8076,0.151,21.3579,0.218,30.8345,0.666,0.707,106.5872,249.9159,641.7995,356.5031,2.3447,-0.9026,-1.3651,1.8969,3.1489,3.2634,-1184.1816,-15.0251,-1546.8889,-19.6272,3264.4359,41.4197,75.3199,5936.2282,-6.8506,979,1123,-10.1765,666.2583,817.2252,-4.8976,1068,1178,-5.874,901.1743,1013.6514,0.4505,4430.4636,4390.7285,-18.5246,-11.0959,N/A,0,5222,424.753,675.4091,0.766,2631,2591,-19.9792,169.9453,254.8077,N/A,0.942,0.7148,223.3345,2.8337,1.3524,418.465,5.3096,3.171
n9DWMRoYf9F8OkINHpma,1/15/2024,15:24:25,BASEB1,NA,Countermovement Jump,,,782.455,0.5193,254.5863,-0.3426,10570.4225,-6689.5076,2292,292.9242,1647.4507,210.5489,2289,292.5408,1916.2178,244.8981,2303,294.33,0.384,51.1318,0.142,18.9081,0.225,29.9601,0.677,0.751,122.0704,256.2256,665.457,378.296,2.099,-0.9827,-1.5415,1.9472,3.1919,3.2973,-1436.3578,-18.0083,-1978.181,-24.8014,3334.8286,41.8103,73.3604,5851.2969,-6.0725,1075,1214,-10.024,741.1549,906.2958,-6.5567,1076,1227,-4.1283,918.5556,997.6622,3.6642,5478.8732,5091.5493,-18.2945,-7.9435,N/A,-4746.3565,3861,945.1356,493.4469,74.877,3376,485,-6.1408,443.5485,501.587,N/A,0.9015,0.6914,233.179,2.9235,1.5305,432.278,5.4197,3.2124
AOQUYyWpZevQgOcZN5ww,1/15/2024,15:24:15,BASEB1,NA,Countermovement Jump,,,782.857,0.5198,254.8402,-0.3036,12295.082,-7519.5408,2283,291.6241,1785.9672,228.1345,2283,291.6241,1978.9484,252.7854,2350,300.1825,0.288,46.2279,0.122,19.5827,0.213,34.1894,0.678,0.623,121.6194,255.889,639.7655,377.5084,2.104,-0.9322,-1.5279,1.953,3.1934,3.2991,-1493.2681,-18.7122,-2215.5757,-27.7634,3445.0143,43.1696,76.2279,6083.1325,-10.1183,1026,1257,-10.6835,797.582,988.3852,-10.2979,1054,1296,-7.8265,912.0329,1066.9155,-6.6667,5737.7049,6557.377,-19.3295,-14.5253,N/A,-2.1217,4107,615.2876,524.6169,11.3708,2287,1820,-19.1219,248.8164,366.4712,N/A,1.0883,0.8343,217.128,2.7208,1.524,422.6375,5.2961,3.2066
9M1rgUQKJ71usbqkJdbk,5/22/2024,9:51:40,BASEB2,NA,Countermovement Jump,,,753.327,0.4733,234.0104,-0.3437,11515.3846,-6561.8393,2255,299.3388,1660.9846,220.4865,2255,299.3388,1783.2511,236.7167,2259,299.8698,0.306,46.1538,0.13,19.6078,0.227,34.2383,0.647,0.663,117.241,234.8923,621.071,352.1333,2.0035,-0.9888,-1.5289,1.8589,3.0473,3.1156,-1435.2967,-18.6908,-1912.5647,-24.9059,2975.9792,38.7539,61.9967,4760.832,-4.8337,1073,1182,-6.7087,774.7769,886.2077,-4.6481,1077,1182,-2.1196,872.7269,910.5242,-3.674,5546.1538,5969.2308,-12.5919,-4.1631,N/A,0,5202,799.3345,690.5368,-43.3679,1473,3729,-28.0965,287.3746,511.9599,N/A,0.9759,0.7139,215.1735,2.802,1.5267,405.8975,5.2857,3.0588
IThGjeAfqN5uIXcIG3DM,5/15/2024,9:55:15,BASEB2,NA,Countermovement Jump,,,763.088,0.4626,234.3383,-0.3558,10918.5185,-6273.2915,2232,292.4958,1682.6222,220.5017,2232,292.4958,1754.2785,229.892,2232,292.4958,0.324,46.5517,0.135,19.3966,0.237,34.0517,0.65,0.696,123.3946,236.0086,643.272,359.4033,1.9126,-1.0324,-1.5984,1.8462,3.0126,3.0938,-1523.8909,-19.5906,-2113.7593,-27.1738,2902.9768,37.3197,60.3329,4693.1012,-3.853,1073,1159,-8.4093,770.563,912.0593,-3.7634,1074,1158,-0.4536,873.1603,881.1181,2.3066,5585.1852,5333.3333,-15.5717,-0.93,N/A,-4878.4244,4896,1292.0102,641.6036,-23.2026,1880,3016,-13.6454,557.8552,734.155,N/A,0.9339,0.6646,226.4115,2.9107,1.5863,416.8605,5.359,3.034
LLyfBQpoqiADsi7AHdtA,5/13/2024,13:09:08,BASEB2,NA,Countermovement Jump,,,749.633,0.4681,231.5815,-0.3752,8784.3137,-5583.9616,2095,279.4701,1491.7059,198.9915,2095,279.4701,1677.696,223.8023,2097,279.7369,0.403,50,0.153,18.9826,0.25,31.0174,0.642,0.806,112.8602,233.0408,648.003,345.9009,2.0649,-1.0033,-1.4867,1.8301,3.0306,3.1044,-1304.101,-17.066,-1733.5917,-22.6865,2779.9344,36.3793,59.6825,4560.6473,-6.6348,978,1117,-4.9884,708.6471,783.0588,-6.4378,981,1116,-2.2621,819.872,857.824,-10.4167,3934.6405,4849.6732,-9.473,-4.4532,N/A,-5307.4064,6629,1144.3856,884.2994,-14.8288,2823,3806,-24.2774,433.2794,711.1062,N/A,0.7965,0.5808,227.554,2.9779,1.4769,420.449,5.5022,3.0497
w2qCkyPxGvSmK8zOW4xU,5/8/2024,15:19:37,BASEB2,NA,Countermovement Jump,,,775.046,0.4192,226.5777,-0.3089,10583.9416,-7209.2499,2227,287.3378,1566.1387,202.0704,2227,287.3378,1800.81,232.3488,2262,291.8536,0.306,46.0843,0.137,20.6325,0.221,33.2831,0.595,0.664,107.6492,227.7923,612.908,335.4415,2.1161,-0.9058,-1.3684,1.7909,2.8679,2.9699,-1242.0271,-15.7207,-1649.3373,-20.8762,2863.0933,36.2391,59.2036,4677.4234,1.841,1134,1093,-1.779,769.1387,797,1.3263,1146,1116,1.4174,913.1674,887.6425,7.4483,5686.1314,4897.8102,-3.5558,2.7835,N/A,0,7184,397.046,926.9127,-8.3519,3292,3892,-28.1411,142.6564,254.3896,N/A,0.8961,0.6313,213.8305,2.7065,1.3625,399.0775,5.0512,2.8832
